,zipcode16,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate,icu_beds
35214,89501,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35215,89502,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35216,89503,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35217,89504,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35218,89505,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35219,89506,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35220,89507,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35221,89508,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35222,89509,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35223,89510,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35224,89511,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35225,89512,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35226,89513,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35227,89515,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35228,89519,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35229,89521,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35230,89523,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35231,89533,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35232,89557,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35233,89570,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35234,89595,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35235,89599,29013,Reno,NV,280,Reno,NV,2.1549295774647885
35236,89701,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35237,89702,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35238,89703,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35239,89704,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35240,89705,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35241,89706,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35242,89711,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35243,89712,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35244,89713,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35245,89714,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35246,89721,29003,Carson City,NV,280,Reno,NV,2.1549295774647885
35247,89801,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35248,89803,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35249,89815,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35250,89820,29001,Battle Mountain,NV,280,Reno,NV,2.1549295774647885
35251,89821,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35252,89822,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35253,89823,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35254,89825,13038,Twin Falls,ID,151,Boise,ID,1.0928571428571427
35255,89826,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35256,89828,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35257,89830,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35258,89831,29018,Owyhee,NV,151,Boise,ID,1.0928571428571427
35259,89832,29018,Owyhee,NV,151,Boise,ID,1.0928571428571427
35260,89833,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35261,89834,29018,Owyhee,NV,151,Boise,ID,1.0928571428571427
35262,89835,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35263,89883,29004,Elko,NV,423,Salt Lake City,UT,1.4645892351274787
35264,90001,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35265,90002,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35266,90003,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35267,90004,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35268,90005,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35269,90006,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35270,90007,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35271,90008,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35272,90009,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35273,90010,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35274,90011,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35275,90012,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35276,90013,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35277,90014,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35278,90015,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35279,90016,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35280,90017,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35281,90018,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35282,90019,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35283,90020,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35284,90021,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35285,90022,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35286,90023,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35287,90024,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35288,90025,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35289,90026,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35290,90027,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35291,90028,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35292,90029,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35293,90030,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35294,90031,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35295,90032,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35296,90033,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35297,90034,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35298,90035,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35299,90036,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35300,90037,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35301,90038,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35302,90039,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35303,90040,5144,Montebello,CA,56,Los Angeles,CA,5.955375253549696
35304,90041,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35305,90042,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35306,90043,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35307,90044,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35308,90045,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35309,90046,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35310,90047,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35311,90048,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35312,90049,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35313,90050,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35314,90051,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35315,90052,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35316,90053,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35317,90054,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35318,90055,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35319,90056,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35320,90057,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35321,90058,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35322,90059,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35323,90060,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35324,90061,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35325,90062,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35326,90063,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35327,90064,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35328,90065,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35329,90066,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35330,90067,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35331,90068,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35332,90069,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35333,90070,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35334,90071,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35335,90072,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35336,90073,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35337,90074,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35338,90075,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35339,90076,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35340,90077,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35341,90078,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35342,90079,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35343,90081,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35344,90082,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35345,90083,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35346,90084,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35347,90086,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35348,90087,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35349,90089,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35350,90090,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35351,90091,5144,Montebello,CA,56,Los Angeles,CA,5.955375253549696
35352,90093,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35353,90094,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35354,90095,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35355,90099,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35356,90201,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35357,90202,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35358,90209,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35359,90210,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35360,90211,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35361,90212,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35362,90213,5126,Los Angeles,CA,56,Los Angeles,CA,5.955375253549696
35363,90220,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35364,90221,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35365,90222,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35366,90223,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35367,90224,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35368,90230,5052,Culver City,CA,56,Los Angeles,CA,5.955375253549696
35369,90231,5052,Culver City,CA,56,Los Angeles,CA,5.955375253549696
35370,90232,5052,Culver City,CA,56,Los Angeles,CA,5.955375253549696
35371,90239,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35372,90240,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35373,90241,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35374,90242,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35375,90245,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35376,90247,5082,Gardena,CA,56,Los Angeles,CA,5.955375253549696
35377,90248,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35378,90249,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35379,90250,5094,Hawthorne,CA,56,Los Angeles,CA,5.955375253549696
35380,90251,5094,Hawthorne,CA,56,Los Angeles,CA,5.955375253549696
35381,90254,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35382,90255,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35383,90260,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35384,90261,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35385,90262,5130,Lynwood,CA,56,Los Angeles,CA,5.955375253549696
35386,90263,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35387,90264,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35388,90265,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35389,90266,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35390,90267,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35391,90270,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35392,90272,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35393,90274,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35394,90275,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35395,90277,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35396,90278,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35397,90280,5059,Downey,CA,56,Los Angeles,CA,5.955375253549696
35398,90290,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35399,90291,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35400,90292,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35401,90293,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35402,90294,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35403,90295,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35404,90296,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35405,90301,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35406,90302,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35407,90303,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35408,90304,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35409,90305,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35410,90306,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35411,90307,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35412,90308,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35413,90309,5103,Inglewood,CA,56,Los Angeles,CA,5.955375253549696
35414,90310,5094,Hawthorne,CA,56,Los Angeles,CA,5.955375253549696
35415,90401,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35416,90402,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35417,90403,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35418,90404,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35419,90405,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35420,90406,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35421,90408,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35422,90409,5223,Santa Monica,CA,56,Los Angeles,CA,5.955375253549696
35423,90501,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35424,90502,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35425,90503,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35426,90504,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35427,90505,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35428,90506,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35429,90507,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35430,90508,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35431,90509,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35432,90510,5248,Torrance,CA,56,Los Angeles,CA,5.955375253549696
35433,90601,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35434,90602,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35435,90603,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35436,90604,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35437,90605,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35438,90606,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35439,90607,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35440,90608,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35441,90609,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35442,90610,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35443,90620,5004,Anaheim,CA,23,Orange County,CA,6.222222222222222
35444,90621,5004,Anaheim,CA,23,Orange County,CA,6.222222222222222
35445,90622,5004,Anaheim,CA,23,Orange County,CA,6.222222222222222
35446,90623,5004,Anaheim,CA,23,Orange County,CA,6.222222222222222
35447,90624,5004,Anaheim,CA,23,Orange County,CA,6.222222222222222
35448,90630,5125,Los Alamitos,CA,23,Orange County,CA,6.222222222222222
35449,90631,5079,Fullerton,CA,23,Orange County,CA,6.222222222222222
35450,90632,5079,Fullerton,CA,23,Orange County,CA,6.222222222222222
35451,90633,5079,Fullerton,CA,23,Orange County,CA,6.222222222222222
35452,90637,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35453,90638,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35454,90639,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35455,90640,5144,Montebello,CA,56,Los Angeles,CA,5.955375253549696
35456,90650,5158,Norwalk,CA,56,Los Angeles,CA,5.955375253549696
35457,90651,5158,Norwalk,CA,56,Los Angeles,CA,5.955375253549696
35458,90652,5158,Norwalk,CA,56,Los Angeles,CA,5.955375253549696
35459,90660,5144,Montebello,CA,56,Los Angeles,CA,5.955375253549696
35460,90661,5144,Montebello,CA,56,Los Angeles,CA,5.955375253549696
35461,90662,5144,Montebello,CA,56,Los Angeles,CA,5.955375253549696
35462,90670,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35463,90671,5270,Whittier,CA,56,Los Angeles,CA,5.955375253549696
35464,90680,5004,Anaheim,CA,23,Orange County,CA,6.222222222222222
35465,90701,5019,Bellflower,CA,56,Los Angeles,CA,5.955375253549696
35466,90702,5019,Bellflower,CA,56,Los Angeles,CA,5.955375253549696
35467,90703,5019,Bellflower,CA,56,Los Angeles,CA,5.955375253549696
35468,90704,5013,Avalon,CA,56,Los Angeles,CA,5.955375253549696
35469,90706,5019,Bellflower,CA,56,Los Angeles,CA,5.955375253549696
35470,90707,5019,Bellflower,CA,56,Los Angeles,CA,5.955375253549696
35471,90710,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35472,90711,5116,Lakewood,CA,56,Los Angeles,CA,5.955375253549696
35473,90712,5116,Lakewood,CA,56,Los Angeles,CA,5.955375253549696
35474,90713,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35475,90714,5116,Lakewood,CA,56,Los Angeles,CA,5.955375253549696
35476,90715,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35477,90716,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35478,90717,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35479,90720,5125,Los Alamitos,CA,23,Orange County,CA,6.222222222222222
35480,90721,5125,Los Alamitos,CA,23,Orange County,CA,6.222222222222222
35481,90723,5173,Paramount,CA,56,Los Angeles,CA,5.955375253549696
35482,90731,5215,San Pedro,CA,56,Los Angeles,CA,5.955375253549696
35483,90732,5215,San Pedro,CA,56,Los Angeles,CA,5.955375253549696
35484,90733,5215,San Pedro,CA,56,Los Angeles,CA,5.955375253549696
35485,90734,5215,San Pedro,CA,56,Los Angeles,CA,5.955375253549696
35486,90740,5125,Los Alamitos,CA,23,Orange County,CA,6.222222222222222
35487,90742,5100,Huntington Beach,CA,23,Orange County,CA,6.222222222222222
35488,90743,5100,Huntington Beach,CA,23,Orange County,CA,6.222222222222222
35489,90744,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35490,90745,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35491,90746,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35492,90747,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35493,90748,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35494,90749,5092,Harbor City,CA,56,Los Angeles,CA,5.955375253549696
35495,90755,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35496,90801,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35497,90802,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35498,90803,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35499,90804,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35500,90805,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35501,90806,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35502,90807,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35503,90808,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35504,90809,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35505,90810,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35506,90813,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35507,90814,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35508,90815,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35509,90822,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35510,90831,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35511,90832,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35512,90833,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35513,90840,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35514,90844,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35515,90846,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35516,90853,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35517,90895,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35518,90899,5124,Long Beach,CA,56,Los Angeles,CA,5.955375253549696
35519,91001,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35520,91003,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35521,91006,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35522,91007,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35523,91008,5060,Duarte,CA,56,Los Angeles,CA,5.955375253549696
35524,91009,5060,Duarte,CA,56,Los Angeles,CA,5.955375253549696
35525,91010,5060,Duarte,CA,56,Los Angeles,CA,5.955375253549696
35526,91011,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35527,91012,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35528,91016,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35529,91017,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35530,91020,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35531,91021,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35532,91023,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35533,91024,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35534,91025,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35535,91030,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35536,91031,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35537,91040,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35538,91041,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35539,91042,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35540,91043,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35541,91046,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35542,91066,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35543,91077,5007,Arcadia,CA,56,Los Angeles,CA,5.955375253549696
35544,91101,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35545,91102,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35546,91103,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35547,91104,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35548,91105,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35549,91106,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35550,91107,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35551,91108,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35552,91109,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35553,91114,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35554,91115,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35555,91116,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35556,91117,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35557,91118,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35558,91121,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35559,91123,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35560,91124,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35561,91125,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35562,91126,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35563,91129,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35564,91182,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35565,91184,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35566,91185,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35567,91188,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35568,91189,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35569,91199,5174,Pasadena,CA,56,Los Angeles,CA,5.955375253549696
35570,91201,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35571,91202,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35572,91203,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35573,91204,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35574,91205,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35575,91206,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35576,91207,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35577,91208,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35578,91209,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35579,91210,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35580,91214,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35581,91221,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35582,91222,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
35583,91224,5084,Glendale,CA,56,Los Angeles,CA,5.955375253549696
